id,name,gender,yearOfBirth,url,longitude,latitude
2710,"Cotman, John Joseph",Male,1814,http://www.tate.org.uk/art/artists/john-joseph-cotman-2710,1.72805,52.5982
116,"Cotman, John Sell",Male,1782,http://www.tate.org.uk/art/artists/john-sell-cotman-116,1.27843,52.6694
947,"Cottingham, Robert",Male,1935,http://www.tate.org.uk/art/artists/robert-cottingham-947,-73.9442,40.6782
948,"Couderc, Gabriel",Male,1905,http://www.tate.org.uk/art/artists/gabriel-couderc-948,3.70082,43.4079
6245,"Coventry, Keith",Male,1958,http://www.tate.org.uk/art/artists/keith-coventry-6245,-2.2405,53.7893
949,"Cowie, James",Male,1886,http://www.tate.org.uk/art/artists/james-cowie-949,-2.33172,57.5397
950,"Cowper, Frank Cadogan",Male,1877,http://www.tate.org.uk/art/artists/frank-cadogan-cowper-950,-1.18843,50.8982
117,"Cox, David",Male,1783,http://www.tate.org.uk/art/artists/david-cox-117,-1.8904,52.4862
951,"Cox, Stephen",Male,1946,http://www.tate.org.uk/art/artists/stephen-cox-951,-2.58791,51.4545
952,"Coxon, Raymond",Male,1896,http://www.tate.org.uk/art/artists/raymond-coxon-952,-2.17654,53.026
118,"Cozens, Alexander",Male,1717,http://www.tate.org.uk/art/artists/alexander-cozens-118,105.319,61.524
119,"Cozens, John Robert",Male,1752,http://www.tate.org.uk/art/artists/john-robert-cozens-119,-0.127758,51.5074
2291,"Cradock, Marmaduke",Male,1660,http://www.tate.org.uk/art/artists/marmaduke-cradock-2291,-2.94991,51.0587
953,"Cragg, Tony",Male,1949,http://www.tate.org.uk/art/artists/tony-cragg-953,-2.99157,53.4084
954,"Craig, Frank",Male,1874,http://www.tate.org.uk/art/artists/frank-craig-954,0.521725,51.2787
955,"Craig-Martin, Michael",Male,1941,http://www.tate.org.uk/art/artists/michael-craig-martin-955,-6.26031,53.3498
120,"Cranch, John",Male,1751,http://www.tate.org.uk/art/artists/john-cranch-120,-3.77749,50.2839
121,"Crane, Walter",Male,1845,http://www.tate.org.uk/art/artists/walter-crane-121,-2.99157,53.4084
956,"Crawford, Susan",Female,1941,http://www.tate.org.uk/art/artists/susan-crawford-956,-2.77045,55.9493
957,"Crawhall, Joseph",Male,1861,http://www.tate.org.uk/art/artists/joseph-crawhall-957,-1.68749,55.1688
958,"Craxton, John",Male,1922,http://www.tate.org.uk/art/artists/john-craxton-958,-0.127758,51.5074
959,"Cree, Janet",Female,1910,http://www.tate.org.uk/art/artists/janet-cree-959,-0.127758,51.5074
2760,"Creed, Martin",Male,1968,http://www.tate.org.uk/art/artists/martin-creed-2760,-1.50592,53.6833
2262,"Creffield, Dennis",Male,1931,http://www.tate.org.uk/art/artists/dennis-creffield-2262,-0.127758,51.5074
122,"Creswick, Thomas",Male,1811,http://www.tate.org.uk/art/artists/thomas-creswick-122,-1.47009,53.3811
960,"Crippa, Roberto",Male,1921,http://www.tate.org.uk/art/artists/roberto-crippa-960,9.27445,45.5845
11952,"Crisp, Fiona",Female,1966,http://www.tate.org.uk/art/artists/fiona-crisp-11952,-1.51368,53.1223
123,"Cristall, Joshua",Male,1767,http://www.tate.org.uk/art/artists/joshua-cristall-123,-5.29477,50.2128
961,"Critchlow, Keith",Male,1933,http://www.tate.org.uk/art/artists/keith-critchlow-961,-3.43597,55.3781
126,"Crome, John",Male,1768,http://www.tate.org.uk/art/artists/john-crome-126,1.27843,52.6694
125,"Crome, John Berney",Male,1794,http://www.tate.org.uk/art/artists/john-berney-crome-125,1.27843,52.6694
2357,"Cross, Dorothy",Female,1956,http://www.tate.org.uk/art/artists/dorothy-cross-2357,-8.48632,51.8969
2490,"Crotch, Dr William",Male,1775,http://www.tate.org.uk/art/artists/dr-william-crotch-2490,1.27843,52.6694
962,"Crotti, Jean",Male,1878,http://www.tate.org.uk/art/artists/jean-crotti-962,7.05741,46.6169
2420,"Crowe, Eyre",Male,1824,http://www.tate.org.uk/art/artists/eyre-crowe-2420,-0.127758,51.5074
17450,"Crozier, William",Male,1930,http://www.tate.org.uk/art/artists/william-crozier-17450,-4.25181,55.8642
127,"Cruikshank, George",Male,1792,http://www.tate.org.uk/art/artists/george-cruikshank-127,-0.127758,51.5074
963,"Crutchfield, William",Male,1932,http://www.tate.org.uk/art/artists/william-crutchfield-963,-86.1581,39.7684
964,"Cruz-Diez, Carlos",Male,1923,http://www.tate.org.uk/art/artists/carlos-cruz-diez-964,-66.8037,10.4696
13142,"Cruzvillegas, Abraham",Male,1968,http://www.tate.org.uk/art/artists/abraham-cruzvillegas-13142,-99.1332,19.4326
2215,"Cucchi, Enzo",Male,1949,http://www.tate.org.uk/art/artists/enzo-cucchi-2215,12.5674,41.8719
2421,"Cuitt, George, Junior",Male,1779,http://www.tate.org.uk/art/artists/george-cuitt-junior-2421,-1.17432,52.3555
965,"Cuixart, Modestos",Male,1925,http://www.tate.org.uk/art/artists/modestos-cuixart-965,2.08329,41.2974
12042,"Cullen, Martin",Male,1967,http://www.tate.org.uk/art/artists/martin-cullen-12042,-1.17432,52.3555
128,"Cumberland, George",Male,1754,http://www.tate.org.uk/art/artists/george-cumberland-128,-0.127758,51.5074
966,"Cundall, Charles",Male,1890,http://www.tate.org.uk/art/artists/charles-cundall-966,-2.30871,53.4466
967,"Cundell, Nora L.M.",Female,1889,http://www.tate.org.uk/art/artists/nora-lm-cundell-967,-0.127758,51.5074
8786,"Cunha, Alexandre da",Male,1969,http://www.tate.org.uk/art/artists/alexandre-da-cunha-8786,-51.9253,-14.235
968,"Currie, John S.",Male,1884,http://www.tate.org.uk/art/artists/john-s-currie-968,-1.17432,52.3555
7462,"Currie, Ken",Male,1960,http://www.tate.org.uk/art/artists/ken-currie-7462,-2.07841,55.2083
2694,"Currin, John",Male,1962,http://www.tate.org.uk/art/artists/john-currin-2694,-105.271,40.015
2736,"Curtis, Layla",Female,1975,http://www.tate.org.uk/art/artists/layla-curtis-2736,-3.43597,55.3781
969,"Cutts, Simon",Male,1944,http://www.tate.org.uk/art/artists/simon-cutts-969,-3.43597,55.3781
14983,Dadamaino,Female,1935,http://www.tate.org.uk/art/artists/dadamaino-14983,9.18592,45.4654
129,"Dadd, Frank",Male,1851,http://www.tate.org.uk/art/artists/frank-dadd-129,-0.127758,51.5074
130,"Dadd, Richard",Male,1817,http://www.tate.org.uk/art/artists/richard-dadd-130,0.52213,51.381
970,"Daglish, Peter",Male,1930,http://www.tate.org.uk/art/artists/peter-daglish-970,0.551438,51.3863
2292,"Dahl, Michael",Male,1659,http://www.tate.org.uk/art/artists/michael-dahl-2292,18.0686,59.3293
971,"Dal�_, Salvador",Male,1904,http://www.tate.org.uk/art/artists/salvador-dali-971,2.9581,42.2655
131,"Dall, Nicholas Thomas",Male,1748,http://www.tate.org.uk/art/artists/nicholas-thomas-dall-131,9.50178,56.2639
973,"Dalou, Jules",Male,1838,http://www.tate.org.uk/art/artists/jules-dalou-973,2.35222,48.8566
2422,"Dalton, Richard",Male,1715,http://www.tate.org.uk/art/artists/richard-dalton-2422,-3.58923,54.5497
4611,"Dalwood, Dexter",Male,1960,http://www.tate.org.uk/art/artists/dexter-dalwood-4611,-2.58791,51.4545
974,"Dalwood, Hubert",Male,1924,http://www.tate.org.uk/art/artists/hubert-dalwood-974,-2.58791,51.4545
133,"Dalziel, Edward",Male,1817,http://www.tate.org.uk/art/artists/edward-dalziel-133,-2.01224,55.5468
132,"Dalziel, Edward Gurden",Male,1849,http://www.tate.org.uk/art/artists/edward-gurden-dalziel-132,-0.127758,51.5074
134,"Dalziel, Thomas",Male,1823,http://www.tate.org.uk/art/artists/thomas-dalziel-134,-2.01224,55.5468
2553,"Damer, Anne Seymour",Female,1748,http://www.tate.org.uk/art/artists/anne-seymour-damer-2553,0.127865,51.2783
135,"Danby, Francis",Male,1793,http://www.tate.org.uk/art/artists/francis-danby-135,-6.46334,52.3369
2423,"Dance, George",Male,1741,http://www.tate.org.uk/art/artists/george-dance-2423,-0.127758,51.5074
136,"Dance-Holland, Sir Nathaniel",Male,1735,http://www.tate.org.uk/art/artists/sir-nathaniel-dance-holland-136,-0.127758,51.5074
137,"Daniell, Thomas",Male,1749,http://www.tate.org.uk/art/artists/thomas-daniell-137,-0.509456,51.3865
138,"Daniell, William",Male,1769,http://www.tate.org.uk/art/artists/william-daniell-138,-0.509456,51.3865
975,"Daniels, Harvey",Male,1936,http://www.tate.org.uk/art/artists/harvey-daniels-975,-0.127758,51.5074
7349,"Dani�ls, Ren�",Male,1950,http://www.tate.org.uk/art/artists/rene-daniels-7349,5.46972,51.4416
12114,"Dant, Adam",Male,1967,http://www.tate.org.uk/art/artists/adam-dant-12114,0.121817,52.2053
976,"Darboven, Hanne",Female,1941,http://www.tate.org.uk/art/artists/hanne-darboven-976,11.582,48.1351
2241,"D'Arcangelo, Allan",Male,1930,http://www.tate.org.uk/art/artists/allan-darcangelo-2241,-78.8784,42.8864
2267,"Davenport, Ian",Male,1966,http://www.tate.org.uk/art/artists/ian-davenport-2267,0.100939,51.4265
2295,"Davey, Grenville",Male,1961,http://www.tate.org.uk/art/artists/grenville-davey-2295,-4.35856,50.6401
14881,"Davey, Moyra",Female,1958,http://www.tate.org.uk/art/artists/moyra-davey-14881,-79.3832,43.6532
978,"David, Allen",Male,1926,http://www.tate.org.uk/art/artists/allen-david-978,72.8433,19.116
8314,"David, Enrico",Male,1966,http://www.tate.org.uk/art/artists/enrico-david-8314,13.5189,43.6158
13353,"Davidson, Bruce",Male,1933,http://www.tate.org.uk/art/artists/bruce-davidson-13353,-87.7845,41.885
979,"Davie, Alan",Male,1920,http://www.tate.org.uk/art/artists/alan-davie-979,-3.72277,56.0097
980,"Davies, John",Male,1946,http://www.tate.org.uk/art/artists/john-davies-980,-2.61032,53.2326
2667,"Davies, Peter",Male,1970,http://www.tate.org.uk/art/artists/peter-davies-2667,-3.18827,55.9533
2491,"Davis, Edward Thompson, of Worcester",Male,1833,http://www.tate.org.uk/art/artists/edward-thompson-davis-of-worcester-2491,-2.22158,52.1936
981,"Davis, Gene",Male,1920,http://www.tate.org.uk/art/artists/gene-davis-981,-77.0369,38.9072
139,"Davis, Henry William Banks",Male,1833,http://www.tate.org.uk/art/artists/henry-william-banks-davis-139,-0.127758,51.5074
140,"Davis, John Scarlett",Male,1804,http://www.tate.org.uk/art/artists/john-scarlett-davis-140,-2.74277,52.2257
2285,"Davis, Lady",Female,1866,http://www.tate.org.uk/art/artists/lady-davis-nee-mary-halford-2285,-0.127758,51.5074
982,"Davis, Ron",Male,1937,http://www.tate.org.uk/art/artists/ron-davis-982,-118.491,34.0195
2381,"Davis, Stuart",Male,1894,http://www.tate.org.uk/art/artists/stuart-davis-2381,-75.1652,39.9526
141,"Davis, William",Male,1812,http://www.tate.org.uk/art/artists/william-davis-141,-6.26031,53.3498
983,"Davison, Francis",Male,1919,http://www.tate.org.uk/art/artists/francis-davison-983,-0.127758,51.5074
142,"Dawe, George",Male,1781,http://www.tate.org.uk/art/artists/george-dawe-142,-0.127758,51.5074
984,"Daws, Lawrence",Male,1927,http://www.tate.org.uk/art/artists/lawrence-daws-984,138.6,-34.9286
143,"Dayes, Edward",Male,1763,http://www.tate.org.uk/art/artists/edward-dayes-143,-0.127758,51.5074
734,"De Belleroche, Count Albert",Male,1864,http://www.tate.org.uk/art/artists/count-albert-de-belleroche-734,-3.94365,51.6214
902,"De Chirico, Giorgio",Male,1888,http://www.tate.org.uk/art/artists/giorgio-de-chirico-902,22.882,39.3426
985,"De Francia, Peter",Male,1921,http://www.tate.org.uk/art/artists/peter-de-francia-985,2.35222,48.8566
2192,"De Glehn, Wilfred Gabriel",Male,1870,http://www.tate.org.uk/art/artists/wilfred-gabriel-de-glehn-2192,-0.127758,51.5074
1219,"De Grey, Sir Roger",Male,1918,http://www.tate.org.uk/art/artists/sir-roger-de-grey-1219,-0.812766,51.8072
1385,"De Karlowska, Stanislawa",Female,1876,http://www.tate.org.uk/art/artists/stanislawa-de-karlowska-1385,19.1451,51.9194
145,"De Loutherbourg, Philip James",Male,1740,http://www.tate.org.uk/art/artists/philip-james-de-loutherbourg-145,7.59755,47.5674
1556,"De Maistre, Roy",Male,1894,http://www.tate.org.uk/art/artists/roy-de-maistre-1556,150.418,-34.4792
2354,"De Monchaux, Cathy",Female,1960,http://www.tate.org.uk/art/artists/cathy-de-monchaux-2354,-0.127758,51.5074
1850,"De Rivera, Jos�",Male,1904,http://www.tate.org.uk/art/artists/jose-de-rivera-1850,-91.3276,30.4751
148,"De Wint, Peter",Male,1784,http://www.tate.org.uk/art/artists/peter-de-wint-148,-2.14405,52.9079
986,"Deacon, Richard",Male,1949,http://www.tate.org.uk/art/artists/richard-deacon-986,-4.12926,53.2274
987,"Dean, Catherine",Female,1905,http://www.tate.org.uk/art/artists/catherine-dean-987,-2.99157,53.4084
2675,"Dean, Tacita",Female,1965,http://www.tate.org.uk/art/artists/tacita-dean-2675,1.07891,51.2802
988,"Degas, Edgar",Male,1834,http://www.tate.org.uk/art/artists/edgar-degas-988,2.35222,48.8566
989,"Dehn, Adolf",Male,1895,http://www.tate.org.uk/art/artists/adolf-dehn-989,-69.6317,44.552
990,"Dekkers, Ad",Male,1938,http://www.tate.org.uk/art/artists/ad-dekkers-990,4.49378,52.0208
14771,"Delahaye, Luc",Male,1962,http://www.tate.org.uk/art/artists/luc-delahaye-14771,0.68484,47.3941
144,"Delamotte, William Alfred",Male,1775,http://www.tate.org.uk/art/artists/william-alfred-delamotte-144,-2.45762,50.6144
991,"DeLap, Tony",Male,1927,http://www.tate.org.uk/art/artists/tony-delap-991,-122.271,37.8044
992,"Delaunay, Robert",Male,1885,http://www.tate.org.uk/art/artists/robert-delaunay-992,2.35222,48.8566
993,"Delaunay, Sonia",Female,1885,http://www.tate.org.uk/art/artists/sonia-delaunay-993,33.1264,49.2303
3034,"Deller, Jeremy",Male,1966,http://www.tate.org.uk/art/artists/jeremy-deller-3034,-0.127758,51.5074
994,"Delvaux, Paul",Male,1897,http://www.tate.org.uk/art/artists/paul-delvaux-994,4.46994,50.5039
2641,"Demand, Thomas",Male,1964,http://www.tate.org.uk/art/artists/thomas-demand-2641,11.582,48.1351
995,"Demnig, Gunter",Male,1947,http://www.tate.org.uk/art/artists/gunter-demnig-995,13.405,52.52
2598,"Denis, Dominic",Male,1963,http://www.tate.org.uk/art/artists/dominic-denis-2598,-0.127758,51.5074
2647,"Denner, Balthasar",Male,1685,http://www.tate.org.uk/art/artists/balthasar-denner-2647,9.93333,53.55
2294,"Dennis, Jeffrey",Male,1958,http://www.tate.org.uk/art/artists/jeffrey-dennis-2294,0.891874,51.8959
997,"Denny, Robyn",Male,1930,http://www.tate.org.uk/art/artists/robyn-denny-997,-0.401309,51.1631
2242,"Dentith, Henry",Male,1931,http://www.tate.org.uk/art/artists/henry-dentith-d-henry-2242,-1.8904,52.4862
998,"Derain, Andr�",Male,1880,http://www.tate.org.uk/art/artists/andre-derain-998,2.1601,48.8964
146,"Des Granges, David",Male,1611,http://www.tate.org.uk/art/artists/david-des-granges-146,-0.127758,51.5074
999,"Desnoyer, Fran�_ois",Male,1894,http://www.tate.org.uk/art/artists/francois-desnoyer-999,1.35296,44.0221
1000,"Despiau, Charles",Male,1874,http://www.tate.org.uk/art/artists/charles-despiau-1000,-0.499782,43.8935
1001,"Devas, Anthony",Male,1911,http://www.tate.org.uk/art/artists/anthony-devas-1001,0.013156,51.406
147,"Deverell, Walter Howell",Male,1827,http://www.tate.org.uk/art/artists/walter-howell-deverell-147,-78.4767,38.0293
2223,"Devis, Anthony",Male,1729,http://www.tate.org.uk/art/artists/anthony-devis-2223,-2.70309,53.7632
2799,"Devis, Arthur",Male,1711,http://www.tate.org.uk/art/artists/arthur-devis-2799,-2.70309,53.7632
6327,"di Suvero, Mark",Male,1933,http://www.tate.org.uk/art/artists/mark-di-suvero-6327,121.493,31.2151
6218,"Diaz Morales, Sebastian",Male,1975,http://www.tate.org.uk/art/artists/sebastian-diaz-morales-6218,-67.5,-45.8679
1002,"Dibbets, Jan",Male,1941,http://www.tate.org.uk/art/artists/jan-dibbets-1002,5.71422,51.2439
1003,"Dick, Sir William Reid",Male,1878,http://www.tate.org.uk/art/artists/sir-william-reid-dick-1003,-4.25181,55.8642
149,"Dicksee, Sir Frank",Male,1853,http://www.tate.org.uk/art/artists/sir-frank-dicksee-149,-0.127758,51.5074
1004,"Diebenkorn, Richard",Male,1922,http://www.tate.org.uk/art/artists/richard-diebenkorn-1004,-122.676,45.5231
12631,"Dietman, Erik",Male,1937,http://www.tate.org.uk/art/artists/erik-dietman-12631,14.1618,57.7826
2666,"Dijkstra, Rineke",Female,1959,http://www.tate.org.uk/art/artists/rineke-dijkstra-2666,5.88648,51.0006
1006,"Dilworth, Norman",Male,1931,http://www.tate.org.uk/art/artists/norman-dilworth-1006,-2.63251,53.5451
1007,"Dimitrienko, Pierre",Male,1925,http://www.tate.org.uk/art/artists/pierre-dimitrienko-1007,2.35222,48.8566
1008,"Dimitrijevic, Braco",Male,1948,http://www.tate.org.uk/art/artists/braco-dimitrijevic-1008,18.4131,43.8563
1009,"Dine, Jim",Male,1935,http://www.tate.org.uk/art/artists/jim-dine-1009,-84.512,39.1031
1010,"Dinkel, Ernest M.",Male,1894,http://www.tate.org.uk/art/artists/ernest-m-dinkel-1010,-1.78503,53.6458
2789,"Dion, Mark",Male,1961,http://www.tate.org.uk/art/artists/mark-dion-2789,-70.9342,41.6362
1011,"Disler, Martin",Male,1949,http://www.tate.org.uk/art/artists/martin-disler-1011,7.53795,47.2087
1012,"Dismorr, Jessica",Female,1885,http://www.tate.org.uk/art/artists/jessica-dismorr-1012,0.370759,51.4419
6758,"Dittborn, Eugenio",Male,1943,http://www.tate.org.uk/art/artists/eugenio-dittborn-6758,-70.642,-33.4691
1013,"Dixon, Harry",Male,1861,http://www.tate.org.uk/art/artists/harry-dixon-1013,-0.39032,51.6565
1014,"Dobson, Frank",Male,1888,http://www.tate.org.uk/art/artists/frank-dobson-1014,-0.127758,51.5074
153,"Dobson, William",Male,1611,http://www.tate.org.uk/art/artists/william-dobson-153,-0.127758,51.5074
1015,"Dodd, Francis",Male,1874,http://www.tate.org.uk/art/artists/francis-dodd-1015,-4.63304,53.3094
1016,"Dodgson, John",Male,1890,http://www.tate.org.uk/art/artists/john-dodgson-1016,73.3915,33.9078
1017,"Doesburg, Theo van",Male,1883,http://www.tate.org.uk/art/artists/theo-van-doesburg-1017,5.12142,52.0907
2732,"Doherty, Willie",Male,1959,http://www.tate.org.uk/art/artists/willie-doherty-2732,-8.61151,53.0658
2361,"Doig, Peter",Male,1959,http://www.tate.org.uk/art/artists/peter-doig-2361,-3.18827,55.9533
1018,"Domjan, Joseph",Male,1907,http://www.tate.org.uk/art/artists/joseph-domjan-1018,19.5033,47.1625
1019,"Donagh, Rita",Female,1939,http://www.tate.org.uk/art/artists/rita-donagh-1019,-2.02208,52.5529
154,"Donaldson, Andrew Brown",Male,1840,http://www.tate.org.uk/art/artists/andrew-brown-donaldson-154,-0.127758,51.5074
1020,"Donaldson, Antony",Male,1939,http://www.tate.org.uk/art/artists/antony-donaldson-1020,-0.612808,51.1857
8143,"Donnelly, Trisha",Female,1974,http://www.tate.org.uk/art/artists/trisha-donnelly-8143,-122.419,37.7749
1021,"Dorazio, Piero",Male,1927,http://www.tate.org.uk/art/artists/piero-dorazio-1021,12.4964,41.9028
1022,"D�_rflinger, Johannes",Male,1941,http://www.tate.org.uk/art/artists/johannes-dorflinger-1022,9.17324,47.6779
2589,"Doron, Itai",Male,1967,http://www.tate.org.uk/art/artists/itai-doron-2589,34.7818,32.0853
1023,"Dotremont, Christian",Male,1922,http://www.tate.org.uk/art/artists/christian-dotremont-1023,4.46994,50.5039
1024,"Dottori, Gerardo",Male,1884,http://www.tate.org.uk/art/artists/gerardo-dottori-1024,12.3908,43.1107
1025,"Doubleday, John",Male,1947,http://www.tate.org.uk/art/artists/john-doubleday-1025,0.671448,51.7318
155,"Doughty, William",Male,1757,http://www.tate.org.uk/art/artists/william-doughty-155,-1.0873,53.96
156,"Douglas, Edwin",Male,1848,http://www.tate.org.uk/art/artists/edwin-douglas-156,-3.18827,55.9533
157,"Douglas, Sir William Fettes",Male,1822,http://www.tate.org.uk/art/artists/sir-william-fettes-douglas-157,-3.18827,55.9533
3038,"Douglas, Stan",Male,1960,http://www.tate.org.uk/art/artists/stan-douglas-3038,-123.121,49.2827
1026,"Dova, Gianni",Male,1925,http://www.tate.org.uk/art/artists/gianni-dova-1026,12.4964,41.9028
158,"Downard, Ebenezer Newman",Male,1849,http://www.tate.org.uk/art/artists/ebenezer-newman-downard-158,-0.137163,50.8225
159,"Downman, John",Male,1750,http://www.tate.org.uk/art/artists/john-downman-159,-3.04072,52.9865
1027,"Downsbrough, Peter",Male,1940,http://www.tate.org.uk/art/artists/peter-downsbrough-1027,-74.0059,40.7128
2350,"Downton, John",Male,1906,http://www.tate.org.uk/art/artists/john-downton-2350,0.521725,51.2787
160,"Doyle, John",Male,1797,http://www.tate.org.uk/art/artists/john-doyle-160,-6.26031,53.3498
2424,"Doyle, Richard",Male,1824,http://www.tate.org.uk/art/artists/richard-doyle-2424,-0.127758,51.5074
1029,"Draper, Herbert",Male,1863,http://www.tate.org.uk/art/artists/herbert-draper-1029,-0.127758,51.5074
161,"Dressler, Conrad",Male,1856,http://www.tate.org.uk/art/artists/conrad-dressler-161,-0.127758,51.5074
1030,"Drever, Timothy",Male,1935,http://www.tate.org.uk/art/artists/timothy-drever-1030,-1.17432,52.3555
17320,"Drew, Leonardo",Male,1961,http://www.tate.org.uk/art/artists/leonardo-drew-17320,-84.2807,30.4383
1031,"Droungas, Achilles",Male,1940,http://www.tate.org.uk/art/artists/achilles-droungas-1031,,
8089,"Drtikol, Franti��ek",Male,1883,http://www.tate.org.uk/art/artists/frantisek-drtikol-8089,13.9989,49.6854
1032,"Drummond, Malcolm",Male,1880,http://www.tate.org.uk/art/artists/malcolm-drummond-1032,-1.2814,51.466
163,"Drury, Alfred",Male,1856,http://www.tate.org.uk/art/artists/alfred-drury-163,-0.127758,51.5074
1033,"Drysdale, Russell",Male,1912,http://www.tate.org.uk/art/artists/russell-drysdale-1033,-0.673061,50.783
2679,"Du Bois, Simon",Male,1632,http://www.tate.org.uk/art/artists/simon-du-bois-2679,4.40246,51.2194
1034,"Dubsky, Mario",Male,1939,http://www.tate.org.uk/art/artists/mario-dubsky-1034,-0.127758,51.5074
1035,"Dubuffet, Jean",Male,1901,http://www.tate.org.uk/art/artists/jean-dubuffet-1035,0.107929,49.4944
1036,"Duchamp, Marcel",Male,1887,http://www.tate.org.uk/art/artists/marcel-duchamp-1036,1.29984,49.5039
1037,"Duchamp-Villon, Raymond",Male,1876,http://www.tate.org.uk/art/artists/raymond-duchamp-villon-1037,1.07342,48.8701
1045,"Dufresne, Charles",Male,1876,http://www.tate.org.uk/art/artists/charles-dufresne-1045,1.74548,48.8091
1038,"Dufy, Raoul",Male,1877,http://www.tate.org.uk/art/artists/raoul-dufy-1038,0.107929,49.4944
1039,"Dugdale, Thomas",Male,1880,http://www.tate.org.uk/art/artists/thomas-dugdale-1039,-2.48753,53.7486
1040,"Dugger, John",Male,1948,http://www.tate.org.uk/art/artists/john-dugger-1040,-118.117,33.8817
2407,"Dumas, Marlene",Female,1953,http://www.tate.org.uk/art/artists/marlene-dumas-2407,18.4241,-33.9249
1041,"Dunbar, Evelyn",Female,1906,http://www.tate.org.uk/art/artists/evelyn-dunbar-1041,-0.97813,51.4543
2279,"Dunham, Carroll",Male,1949,http://www.tate.org.uk/art/artists/carroll-dunham-2279,-72.329,41.3159
2619,"Dunker, Balthazar Anton",Male,1746,http://www.tate.org.uk/art/artists/balthazar-anton-dunker-2619,12.4997,54.3108
1042,"Dunlop, Ronald Ossory",Male,1894,http://www.tate.org.uk/art/artists/ronald-ossory-dunlop-1042,-0.127758,51.5074
1043,"Dunoyer de Segonzac, Andr�",Male,1884,http://www.tate.org.uk/art/artists/andre-dunoyer-de-segonzac-1043,2.53017,48.6892
1044,"Dunstan, Bernard",Male,1920,http://www.tate.org.uk/art/artists/bernard-dunstan-1044,-0.416057,51.521
9914,"Durant, Sam",Male,1961,http://www.tate.org.uk/art/artists/sam-durant-9914,-122.332,47.6062
11953,"Durham, Jimmie",Male,1940,http://www.tate.org.uk/art/artists/jimmie-durham-11953,-91.8318,35.2011
1046,"Durrant, Jennifer",Female,1942,http://www.tate.org.uk/art/artists/jennifer-durrant-1046,-0.137163,50.8225
1047,"Durst, Alan L.",Male,1883,http://www.tate.org.uk/art/artists/alan-l-durst-1047,-1.21684,51.0895
164,"Dyce, William",Male,1806,http://www.tate.org.uk/art/artists/william-dyce-164,-2.09428,57.1497
6860,"Dzama, Marcel",Male,1974,http://www.tate.org.uk/art/artists/marcel-dzama-6860,-97.1375,49.8998
1048,"Dzamonja, Dusan",Male,1928,http://www.tate.org.uk/art/artists/dusan-dzamonja-1048,22.6427,41.4378
1049,"Eardley, Joan",Female,1921,http://www.tate.org.uk/art/artists/joan-eardley-1049,-0.461707,50.928
16658,"Earnshaw, Anthony",Male,1924,http://www.tate.org.uk/art/artists/anthony-earnshaw-16658,-1.82282,53.9255
165,"East, Sir Alfred",Male,1849,http://www.tate.org.uk/art/artists/sir-alfred-east-165,-0.730249,52.3963
166,"Eastlake, Sir Charles Lock",Male,1793,http://www.tate.org.uk/art/artists/sir-charles-lock-eastlake-166,-4.14266,50.3755
3096,"Edmier, Keith",Male,1967,http://www.tate.org.uk/art/artists/keith-edmier-3096,-87.6298,41.8781
167,"Edridge, Henry",Male,1769,http://www.tate.org.uk/art/artists/henry-edridge-167,-0.127758,51.5074
168,"Edwards, Edwin",Male,1823,http://www.tate.org.uk/art/artists/edwin-edwards-168,1.34211,52.2221
2252,"Edwards, Sylvia",Female,1937,http://www.tate.org.uk/art/artists/sylvia-edwards-2252,-71.0589,42.3601
169,"Egg, Augustus Leopold",Male,1816,http://www.tate.org.uk/art/artists/augustus-leopold-egg-169,-0.127758,51.5074
170,"Egley, William Maw",Male,1826,http://www.tate.org.uk/art/artists/william-maw-egley-170,-0.127758,51.5074
1051,"Ehrlich, Georg",Male,1897,http://www.tate.org.uk/art/artists/georg-ehrlich-1051,16.3738,48.2082
5239,"Eliasson, Olafur",Male,1967,http://www.tate.org.uk/art/artists/olafur-eliasson-5239,12.5683,55.6761
10751,"Elkoussy, Hala",Female,1974,http://www.tate.org.uk/art/artists/hala-elkoussy-10751,31.2384,30.0471
1053,"Elliott, Geoffrey",Male,1935,http://www.tate.org.uk/art/artists/geoffrey-elliott-1053,-1.51368,53.1223
171,"Elmore, Alfred",Male,1815,http://www.tate.org.uk/art/artists/alfred-elmore-171,-8.8887,51.6215
16988,"El-Salahi, Ibrahim",Male,1930,http://www.tate.org.uk/art/artists/ibrahim-el-salahi-16988,40.4185,21.262
8145,"Eluard, Nusch",Female,1906,http://www.tate.org.uk/art/artists/nusch-eluard-8145,7.33589,47.7508
8147,"Eluard, Paul",Male,1895,http://www.tate.org.uk/art/artists/paul-eluard-8147,2.1286,47.8688
1054,"Elwell, Frederick W.",Male,1870,http://www.tate.org.uk/art/artists/frederick-w-elwell-1054,-0.435093,53.842
1055,"Elwyn, John",Male,1916,http://www.tate.org.uk/art/artists/john-elwyn-1055,-4.46871,52.0374
1056,"Emanuel, Frank L.",Male,1865,http://www.tate.org.uk/art/artists/frank-l-emanuel-1056,-0.127758,51.5074
1057,"Emett, Rowland",Male,1906,http://www.tate.org.uk/art/artists/rowland-emett-1057,-0.127758,51.5074
1058,"Emilian, C�line",Female,1902,http://www.tate.org.uk/art/artists/celine-emilian-1058,2.35222,48.8566
