id,name,gender,yearOfBirth,url,longitude,latitude
1544,"Mackenzie, Alexander",Male,1923,http://www.tate.org.uk/art/artists/alexander-mackenzie-1544,-2.99157,53.4084
1546,"Mackenzie, Warren",Male,1924,http://www.tate.org.uk/art/artists/warren-mackenzie-1546,-94.5786,39.0997
9555,"Mackie, Christina",Female,1956,http://www.tate.org.uk/art/artists/christina-mackie-9555,-106.347,56.1304
1547,"Mackinnon, Sine",Male,1901,http://www.tate.org.uk/art/artists/sine-mackinnon-1547,-1.61778,54.9783
1548,"Mackintosh, Charles Rennie",Male,1868,http://www.tate.org.uk/art/artists/charles-rennie-mackintosh-1548,-4.25181,55.8642
1549,"Maclaren, Donald",Male,1886,http://www.tate.org.uk/art/artists/donald-maclaren-1549,-0.193279,51.501
365,"Maclise, Daniel",Male,1806,http://www.tate.org.uk/art/artists/daniel-maclise-365,-8.48632,51.8969
1550,"Mactaggart, Sir William",Male,1903,http://www.tate.org.uk/art/artists/sir-william-mactaggart-1550,-3.14935,55.8764
367,"MacWhirter, John",Male,1839,http://www.tate.org.uk/art/artists/john-macwhirter-367,-4.20265,56.4907
14729,"Madani, Tala",Female,1981,http://www.tate.org.uk/art/artists/tala-madani-14729,53.688,32.4279
1551,"Maddox, Conroy",Male,1912,http://www.tate.org.uk/art/artists/conroy-maddox-1551,-0.237674,51.8098
1553,"Magritte, Ren�",Male,1898,http://www.tate.org.uk/art/artists/rene-magritte-1553,3.82887,50.7124
1554,"Mahoney, Charles",Male,1903,http://www.tate.org.uk/art/artists/charles-mahoney-1554,-0.127758,51.5074
1555,"Maillol, Aristide",Male,1861,http://www.tate.org.uk/art/artists/aristide-maillol-1555,3.12887,42.4834
1557,"Maitec, Ovidiu",Male,1925,http://www.tate.org.uk/art/artists/ovidiu-maitec-1557,21.3167,46.1667
1558,"Maitin, Sam",Male,1928,http://www.tate.org.uk/art/artists/sam-maitin-1558,-75.1652,39.9526
1559,"Maitland, Paul",Male,1863,http://www.tate.org.uk/art/artists/paul-maitland-1559,-0.174936,51.4851
6307,"Majerus, Michel",Male,1967,http://www.tate.org.uk/art/artists/michel-majerus-6307,5.98609,49.5009
15619,"Makarius, Sameer",Male,1924,http://www.tate.org.uk/art/artists/sameer-makarius-15619,31.2384,30.0471
2372,"Malchair, John Baptist",Male,1729,http://www.tate.org.uk/art/artists/john-baptist-malchair-2372,6.96028,50.9375
1561,"Malevich, Kazimir",Male,1879,http://www.tate.org.uk/art/artists/kazimir-malevich-1561,30.5234,50.4501
2377,"Malinowski, Antoni",Male,1955,http://www.tate.org.uk/art/artists/antoni-malinowski-2377,21.0122,52.2297
13714,"Maljkovic, David",Male,1973,http://www.tate.org.uk/art/artists/david-maljkovic-13714,14.4422,45.3271
1562,"Malthouse, Eric",Male,1914,http://www.tate.org.uk/art/artists/eric-malthouse-1562,-1.8904,52.4862
1563,Man Ray,Male,1890,http://www.tate.org.uk/art/artists/man-ray-1563,-75.1652,39.9526
1564,"Mancini, Antonio",Male,1852,http://www.tate.org.uk/art/artists/antonio-mancini-1564,12.4964,41.9028
10069,"Mandel, Mike",Male,1950,http://www.tate.org.uk/art/artists/mike-mandel-10069,-118.244,34.0522
1565,Mane-Katz,Male,1894,http://www.tate.org.uk/art/artists/mane-katz-1565,33.41,49.0658
1566,"Manessier, Alfred",Male,1911,http://www.tate.org.uk/art/artists/alfred-manessier-1566,2.33376,48.9119
1567,"Manet, Edouard",Male,1832,http://www.tate.org.uk/art/artists/edouard-manet-1567,2.35222,48.8566
1568,"Mangold, Robert",Male,1937,http://www.tate.org.uk/art/artists/robert-mangold-1568,-78.8642,43.0387
6614,"Mangolte, Babette",Female,1941,http://www.tate.org.uk/art/artists/babette-mangolte-6614,5.67292,46.7625
1569,"Mann, Harrington",Male,1864,http://www.tate.org.uk/art/artists/harrington-mann-1569,-4.25181,55.8642
1570,"Manson, James Bolivar",Male,1879,http://www.tate.org.uk/art/artists/james-bolivar-manson-1570,-0.127758,51.5074
14941,"Mantz, Werner",Male,1901,http://www.tate.org.uk/art/artists/werner-mantz-14941,6.96028,50.9375
13085,"Manuel, Antonio",Male,1947,http://www.tate.org.uk/art/artists/antonio-manuel-13085,-8.74111,40.6578
1571,"Manzoni, Piero",Male,1933,http://www.tate.org.uk/art/artists/piero-manzoni-1571,9.87339,45.3998
1572,"Manzu, Giacomo",Male,1908,http://www.tate.org.uk/art/artists/giacomo-manzu-1572,9.67727,45.6983
11413,"Mapplethorpe, Robert",Male,1946,http://www.tate.org.uk/art/artists/robert-mapplethorpe-11413,-74.0059,40.7128
1573,"Mara, Tim",Male,1948,http://www.tate.org.uk/art/artists/tim-mara-1573,-6.26031,53.3498
1574,"Maraz, Adriana",Female,1931,http://www.tate.org.uk/art/artists/adriana-maraz-1574,14.2419,45.5701
1575,"Marchand, Jean",Male,1883,http://www.tate.org.uk/art/artists/jean-marchand-1575,2.35222,48.8566
6852,"Marclay, Christian",Male,1955,http://www.tate.org.uk/art/artists/christian-marclay-6852,-122.531,37.9735
1577,"Marcoussis, Louis",Male,1878,http://www.tate.org.uk/art/artists/louis-marcoussis-1577,21.0122,52.2297
1578,"Marden, Brice",Male,1938,http://www.tate.org.uk/art/artists/brice-marden-1578,-73.8321,40.9382
11145,Marepe,Male,1970,http://www.tate.org.uk/art/artists/marepe-11145,-39.2617,-12.9699
1579,"Mariani, Carlo Maria",Male,1931,http://www.tate.org.uk/art/artists/carlo-maria-mariani-1579,12.4964,41.9028
8402,"Mari�n, Marcel",Male,1920,http://www.tate.org.uk/art/artists/marcel-marien-8402,4.40246,51.2194
1580,"Marin, John",Male,1870,http://www.tate.org.uk/art/artists/john-marin-1580,-74.1068,40.8265
1581,"Marini, Marino",Male,1901,http://www.tate.org.uk/art/artists/marino-marini-1581,10.9079,43.9303
2533,"Marks, Henry Stacy",Male,1829,http://www.tate.org.uk/art/artists/henry-stacy-marks-2533,-0.127758,51.5074
1582,"Markson, Helena",Female,1934,http://www.tate.org.uk/art/artists/helena-markson-1582,-0.127758,51.5074
368,"Marlow, William",Male,1740,http://www.tate.org.uk/art/artists/william-marlow-368,-0.127758,51.5074
2332,"Marquet, Albert",Male,1875,http://www.tate.org.uk/art/artists/albert-marquet-2332,-0.57918,44.8378
369,"Marshall, Benjamin",Male,1768,http://www.tate.org.uk/art/artists/benjamin-marshall-369,-1.14059,52.7401
8806,"Marshall, William",Male,1923,http://www.tate.org.uk/art/artists/william-marshall-8806,-4.6525,50.5036
370,"Marshall, William Calder",Male,1813,http://www.tate.org.uk/art/artists/william-calder-marshall-370,-3.18827,55.9533
1583,"Martin, Agnes",Female,1912,http://www.tate.org.uk/art/artists/agnes-martin-1583,-106.347,56.1304
15125,"Martin, Anne",Female,1936,http://www.tate.org.uk/art/artists/anne-martin-15125,-0.127758,51.5074
2746,"Martin, Barry",Male,1943,http://www.tate.org.uk/art/artists/barry-martin-2746,-0.607241,51.6755
2442,"Martin, Elias",Male,1739,http://www.tate.org.uk/art/artists/elias-martin-2442,18.0686,59.3293
1584,"Martin, Frank",Male,1921,http://www.tate.org.uk/art/artists/frank-martin-1584,-0.127758,51.5074
371,"Martin, John",Male,1789,http://www.tate.org.uk/art/artists/john-martin-371,-2.24973,54.9758
1585,"Martin, Kenneth",Male,1905,http://www.tate.org.uk/art/artists/kenneth-martin-1585,-1.47009,53.3811
1586,"Martin, Mary",Female,1907,http://www.tate.org.uk/art/artists/mary-martin-1586,1.16946,51.0814
8897,"Martin, Simon",Male,1965,http://www.tate.org.uk/art/artists/simon-martin-8897,-2.61032,53.2326
11358,"Martinat Mendoza, Jose Carlos",Male,1974,http://www.tate.org.uk/art/artists/jose-carlos-martinat-mendoza-11358,-75.0152,-9.18997
372,"Martineau, Robert Braithwaite",Male,1826,http://www.tate.org.uk/art/artists/robert-braithwaite-martineau-372,-0.127758,51.5074
2338,"Martini, Arturo",Male,1889,http://www.tate.org.uk/art/artists/arturo-martini-2338,12.243,45.6669
14609,Marwan (Marwan Kassab Bachi),Male,1934,http://www.tate.org.uk/art/artists/marwan-marwan-kassab-bachi-14609,43.9733,37.1189
1587,"Marx, Enid",Female,1902,http://www.tate.org.uk/art/artists/enid-marx-1587,-0.127758,51.5074
2271,"Masi, Denis",Male,1942,http://www.tate.org.uk/art/artists/denis-masi-2271,-80.4549,38.5976
1588,"Mason, Arnold",Male,1885,http://www.tate.org.uk/art/artists/arnold-mason-1588,-3.02301,53.39
373,"Mason, George",Male,1818,http://www.tate.org.uk/art/artists/george-mason-373,-0.646547,51.1495
1589,"Mason, Raymond",Male,1922,http://www.tate.org.uk/art/artists/raymond-mason-1589,-1.8904,52.4862
1590,"Masson, Andr�",Male,1896,http://www.tate.org.uk/art/artists/andre-masson-1590,9.27856,42.4098
1592,"Mathews, Denis",Male,1913,http://www.tate.org.uk/art/artists/denis-mathews-1592,-0.176203,51.5557
1593,"Matisse, Henri",Male,1869,http://www.tate.org.uk/art/artists/henri-matisse-1593,3.54424,50.1039
1591,"Matschinsky-Denninghof, Brigitte",Female,1923,http://www.tate.org.uk/art/artists/brigitte-matschinsky-denninghof-1591,13.405,52.52
1594,Matta,Male,1911,http://www.tate.org.uk/art/artists/matta-roberto-matta-echaurren-1594,-70.642,-33.4691
7732,"Matta-Clark, Gordon",Male,1943,http://www.tate.org.uk/art/artists/gordon-matta-clark-7732,-74.0059,40.7128
2745,"Matthiasdottir, Louisa",Female,1917,http://www.tate.org.uk/art/artists/louisa-matthiasdottir-2745,-21.9333,64.1333
1595,"Maufra, Maxime",Male,1861,http://www.tate.org.uk/art/artists/maxime-maufra-1595,-1.55362,47.2184
1596,"Maundrell, Charles",Male,1860,http://www.tate.org.uk/art/artists/charles-maundrell-1596,-0.069137,51.4742
1597,"Maurer, Dora",Female,1937,http://www.tate.org.uk/art/artists/dora-maurer-1597,19.0402,47.4979
1598,"Mauve, Anton",Male,1838,http://www.tate.org.uk/art/artists/anton-mauve-1598,4.8292,52.442
1599,"Maxwell, John",Male,1905,http://www.tate.org.uk/art/artists/john-maxwell-1599,-1.17432,52.3555
2367,"May, Nicholas",Male,1962,http://www.tate.org.uk/art/artists/nicholas-may-2367,-6.93368,55.0455
1600,"May, Phil",Male,1864,http://www.tate.org.uk/art/artists/phil-may-1600,-1.54908,53.8008
1601,"Mayor, Fred",Male,1865,http://www.tate.org.uk/art/artists/fred-mayor-1601,-1.47086,54.2504
1602,"Maze, Paul",Male,1887,http://www.tate.org.uk/art/artists/paul-maze-1602,0.107929,49.4944
7491,"McCall, Anthony",Male,1946,http://www.tate.org.uk/art/artists/anthony-mccall-7491,-0.127758,51.5074
2766,"McCarthy, Paul",Male,1945,http://www.tate.org.uk/art/artists/paul-mccarthy-2766,-111.891,40.7608
1603,"McCartney, Linda",Female,1941,http://www.tate.org.uk/art/artists/linda-mccartney-1603,-74.0059,40.7128
1604,"McComb, Leonard",Male,1930,http://www.tate.org.uk/art/artists/leonard-mccomb-1604,-4.25181,55.8642
7026,"McCullin, Don",Male,1935,http://www.tate.org.uk/art/artists/don-mccullin-7026,-0.127758,51.5074
9572,"McElheny, Josiah",Male,1966,http://www.tate.org.uk/art/artists/josiah-mcelheny-9572,-71.0589,42.3601
1605,"McEvoy, Ambrose",Male,1878,http://www.tate.org.uk/art/artists/ambrose-mcevoy-1605,-1.99221,51.2463
1606,"McEvoy, Mary",Female,1870,http://www.tate.org.uk/art/artists/mary-mcevoy-1606,-7.39686,52.7325
1607,"McEwen, Rory",Male,1932,http://www.tate.org.uk/art/artists/rory-mcewen-1607,-4.20265,56.4907
5448,"McFadyen, Jock",Male,1950,http://www.tate.org.uk/art/artists/jock-mcfadyen-5448,-4.44011,55.8473
1608,"McFall, David B.",Male,1919,http://www.tate.org.uk/art/artists/david-b-mcfall-1608,-4.25181,55.8642
2335,"McKeever, Ian",Male,1946,http://www.tate.org.uk/art/artists/ian-mckeever-2335,0.032889,53.7313
2194,"McKenna, Stephen",Male,1939,http://www.tate.org.uk/art/artists/stephen-mckenna-2194,-0.127758,51.5074
8631,"McKenzie, Lucy",Female,1977,http://www.tate.org.uk/art/artists/lucy-mckenzie-8631,-4.25181,55.8642
2787,"McLaughlin, John",Male,1898,http://www.tate.org.uk/art/artists/john-mclaughlin-2787,-71.1786,42.1236
1610,"McLean, Bruce",Male,1944,http://www.tate.org.uk/art/artists/bruce-mclean-1610,-4.25181,55.8642
1611,"McLean, John",Male,1939,http://www.tate.org.uk/art/artists/john-mclean-1611,-2.99157,53.4084
1612,"McMillan, William",Male,1887,http://www.tate.org.uk/art/artists/william-mcmillan-1612,-2.09428,57.1497
2387,"McQueen, Steve",Male,1969,http://www.tate.org.uk/art/artists/steve-mcqueen-2387,-0.127758,51.5074
366,"McTaggart, William",Male,1835,http://www.tate.org.uk/art/artists/william-mctaggart-366,-5.0319,56.37
1613,"McWilliam, F.E.",Male,1909,http://www.tate.org.uk/art/artists/fe-mcwilliam-1613,-5.74849,54.3413
1625,"Me��trovic, Ivan",Male,1883,http://www.tate.org.uk/art/artists/ivan-mestrovic-1625,15.2,45.1
1614,"Mead, Dorothy",Female,1928,http://www.tate.org.uk/art/artists/dorothy-mead-1614,-0.127758,51.5074
1615,"Meadows, Bernard",Male,1915,http://www.tate.org.uk/art/artists/bernard-meadows-1615,1.27843,52.6694
7084,"Meadows, Jason",Male,1972,http://www.tate.org.uk/art/artists/jason-meadows-7084,-86.1581,39.7684
7213,"Medalla, David",Male,1942,http://www.tate.org.uk/art/artists/david-medalla-7213,120.984,14.5995
1616,"Medley, Robert",Male,1905,http://www.tate.org.uk/art/artists/robert-medley-1616,-0.127758,51.5074
1617,"Mednikoff, Reuben",Male,1906,http://www.tate.org.uk/art/artists/reuben-mednikoff-1617,-0.127758,51.5074
1618,"Mehring, Howard",Male,1931,http://www.tate.org.uk/art/artists/howard-mehring-1618,-77.0369,38.9072
1619,"Meidner, Else",Female,1901,http://www.tate.org.uk/art/artists/else-meidner-1619,13.405,52.52
6633,"Meireles, Cildo",Male,1948,http://www.tate.org.uk/art/artists/cildo-meireles-6633,-43.1729,-22.9068
9674,"Mekas, Jonas",Male,1922,http://www.tate.org.uk/art/artists/jonas-mekas-9674,23.8813,55.1694
2646,"Melland, Sylvia",Female,1906,http://www.tate.org.uk/art/artists/sylvia-melland-2646,-2.3489,53.3869
1620,"Mellis, Margaret",Female,1914,http://www.tate.org.uk/art/artists/margaret-mellis-1620,122.02,41.1614
11955,"Mellors, Nathaniel",Male,1974,http://www.tate.org.uk/art/artists/nathaniel-mellors-11955,-1.12846,53.5228
375,"Melville, Arthur",Male,1855,http://www.tate.org.uk/art/artists/arthur-melville-375,-2.92068,56.797
11167,"Mendieta, Ana",Female,1948,http://www.tate.org.uk/art/artists/ana-mendieta-11167,-82.2711,23.1592
1621,"Meneeley, Ed",Male,1927,http://www.tate.org.uk/art/artists/ed-meneeley-1621,-75.8813,41.2459
1622,"Meninsky, Bernard",Male,1891,http://www.tate.org.uk/art/artists/bernard-meninsky-1622,30.5272,50.4485
376,"Menpes, Mortimer",Male,1855,http://www.tate.org.uk/art/artists/mortimer-menpes-376,138.507,-34.8477
377,"Mercier, Philip",Male,1689,http://www.tate.org.uk/art/artists/philip-mercier-377,13.405,52.52
378,"Merritt, Anna Lea",Female,1844,http://www.tate.org.uk/art/artists/anna-lea-merritt-378,-75.1652,39.9526
1623,"Merz, Mario",Male,1925,http://www.tate.org.uk/art/artists/mario-merz-1623,9.18592,45.4654
12525,"Merz, Marisa",Female,1931,http://www.tate.org.uk/art/artists/marisa-merz-12525,7.68686,45.0703
1624,"Mesens, E.L.T.",Male,1903,http://www.tate.org.uk/art/artists/elt-mesens-1624,4.35171,50.8503
2670,"Messager, Annette",Female,1943,http://www.tate.org.uk/art/artists/annette-messager-2670,1.59187,50.4082
1626,"Methuen, Lord",Male,1886,http://www.tate.org.uk/art/artists/lord-methuen-1626,-2.18967,51.4314
7196,"Metzger, Gustav",Male,1926,http://www.tate.org.uk/art/artists/gustav-metzger-7196,11.0798,49.4971
1627,"Metzinger, Jean",Male,1883,http://www.tate.org.uk/art/artists/jean-metzinger-1627,-1.55362,47.2184
4547,"Meyer, Bill",Male,1942,http://www.tate.org.uk/art/artists/bill-meyer-4547,144.963,-37.8141
6872,"Meyer, Klaus",Male,1918,http://www.tate.org.uk/art/artists/klaus-meyer-6872,13.405,52.52
9059,"Michael, Alan",Male,1967,http://www.tate.org.uk/art/artists/alan-michael-9059,-4.25181,55.8642
1628,"Michaux, Henri",Male,1899,http://www.tate.org.uk/art/artists/henri-michaux-1628,4.87199,50.4674
1630,"Middleditch, Edward",Male,1923,http://www.tate.org.uk/art/artists/edward-middleditch-1630,0.46855,51.7356
5975,"Mikhailov, Boris",Male,1938,http://www.tate.org.uk/art/artists/boris-mikhailov-5975,36.2304,49.9935
379,"Millais, Sir John Everett, Bt",Male,1829,http://www.tate.org.uk/art/artists/sir-john-everett-millais-bt-379,-1.40435,50.9097
1631,"Millares, Manolo",Male,1926,http://www.tate.org.uk/art/artists/manolo-millares-1631,-15.4363,28.1235
1632,"Miller, Godfrey",Male,1893,http://www.tate.org.uk/art/artists/godfrey-miller-1632,174.776,-41.2865
12117,"Miller, Harland",Male,1964,http://www.tate.org.uk/art/artists/harland-miller-12117,-5.93009,54.5959
2195,"Miller, Jack",Male,1935,http://www.tate.org.uk/art/artists/jack-miller-2195,-3.18827,55.9533
1633,"Milles, Carl",Male,1875,http://www.tate.org.uk/art/artists/carl-milles-1633,14.0672,57.2434
1634,"Millet, Francis Davis",Male,1846,http://www.tate.org.uk/art/artists/francis-davis-millet-1634,-70.8151,41.6616
1635,"Millington, Terence",Male,1942,http://www.tate.org.uk/art/artists/terence-millington-1635,-1.8904,52.4862
1636,"Milne, John",Male,1931,http://www.tate.org.uk/art/artists/john-milne-1636,-2.62769,53.969
1637,"Milne, Malcolm",Male,1887,http://www.tate.org.uk/art/artists/malcolm-milne-1637,-1.17432,52.3555
1638,"Milow, Keith",Male,1945,http://www.tate.org.uk/art/artists/keith-milow-1638,-0.127758,51.5074
2220,"Milroy, Lisa",Female,1959,http://www.tate.org.uk/art/artists/lisa-milroy-2220,-123.121,49.2827
1639,"Milton, Peter",Male,1930,http://www.tate.org.uk/art/artists/peter-milton-1639,-86.3,32.3668
1640,"Minami, Keiko",Female,1911,http://www.tate.org.uk/art/artists/keiko-minami-1640,76.8577,31.8545
1641,"Minaux, Andr�",Male,1923,http://www.tate.org.uk/art/artists/andre-minaux-1641,2.35222,48.8566
1642,"Minguzzi, Luciano",Male,1911,http://www.tate.org.uk/art/artists/luciano-minguzzi-1642,11.3426,44.4949
1643,"Mintchine, Abraham",Male,1898,http://www.tate.org.uk/art/artists/abraham-mintchine-1643,30.5234,50.4501
1644,"Minton, John",Male,1917,http://www.tate.org.uk/art/artists/john-minton-1644,0.121817,52.2053
10038,"Mir, Aleksandra",Female,1967,http://www.tate.org.uk/art/artists/aleksandra-mir-10038,19.1451,51.9194
1646,"Mir�_, Joan",Male,1893,http://www.tate.org.uk/art/artists/joan-miro-1646,2.08329,41.2974
2212,"Mistry, Dhruva",Male,1957,http://www.tate.org.uk/art/artists/dhruva-mistry-2212,74.1552,23.0993
1647,"Mitchell, Denis",Male,1912,http://www.tate.org.uk/art/artists/denis-mitchell-1647,-0.337076,51.5979
6461,"Mitchell, Joan",Female,1925,http://www.tate.org.uk/art/artists/joan-mitchell-6461,-87.6298,41.8781
12049,"Mitidieri, Dario",Male,1959,http://www.tate.org.uk/art/artists/dario-mitidieri-12049,12.5674,41.8719
2300,"Miyajima, Tatsuo",Male,1957,http://www.tate.org.uk/art/artists/tatsuo-miyajima-2300,139.811,35.7652
11249,"Model, Lisette",Female,1906,http://www.tate.org.uk/art/artists/lisette-model-11249,16.3738,48.2082
1648,"Modigliani, Amedeo",Male,1884,http://www.tate.org.uk/art/artists/amedeo-modigliani-1648,10.3106,43.5485
2669,"Moffatt, Tracey",Female,1960,http://www.tate.org.uk/art/artists/tracey-moffatt-2669,153.023,-27.471
13378,"Mofokeng, Santu",Male,1956,http://www.tate.org.uk/art/artists/santu-mofokeng-13378,28.0473,-26.2041
13004,"Moholy, Lucia",Female,1894,http://www.tate.org.uk/art/artists/lucia-moholy-13004,15.473,49.8175
1649,"Moholy-Nagy, L��szl�_",Male,1895,http://www.tate.org.uk/art/artists/laszlo-moholy-nagy-1649,19.5033,47.1625
1650,"Moira, Gerald",Male,1867,http://www.tate.org.uk/art/artists/gerald-moira-1650,-0.127758,51.5074
15353,"Molodkin, Andrei",Male,1966,http://www.tate.org.uk/art/artists/andrei-molodkin-15353,37.6173,55.7558
8784,"Monahan, Matthew",Male,1972,http://www.tate.org.uk/art/artists/matthew-monahan-8784,-115.081,48.9674
381,"Monamy, Peter",Male,1681,http://www.tate.org.uk/art/artists/peter-monamy-381,-0.127758,51.5074
1651,"Mondrian, Piet",Male,1872,http://www.tate.org.uk/art/artists/piet-mondrian-1651,5.38783,52.1561
1652,"Monet, Claude",Male,1840,http://www.tate.org.uk/art/artists/claude-monet-1652,2.35222,48.8566
9245,"Monge, Priscilla",Female,1968,http://www.tate.org.uk/art/artists/priscilla-monge-9245,-83.7534,9.74892
8296,"Monk, Jonathan",Male,1969,http://www.tate.org.uk/art/artists/jonathan-monk-8296,-1.13976,52.6369
1653,"Monnington, Sir Thomas",Male,1902,http://www.tate.org.uk/art/artists/sir-thomas-monnington-1653,-0.127758,51.5074
2289,"Monro, Henry",Male,1791,http://www.tate.org.uk/art/artists/henry-monro-2289,-0.127758,51.5074
1654,"Monro, Nicholas",Male,1936,http://www.tate.org.uk/art/artists/nicholas-monro-1654,-0.127758,51.5074
1655,"Montpetit, Guy",Male,1938,http://www.tate.org.uk/art/artists/guy-montpetit-1655,-73.5673,45.5017
2298,"Moody, Ronald",Male,1900,http://www.tate.org.uk/art/artists/ronald-moody-2298,-76.8,17.9833
1656,"Moon, Jeremy",Male,1934,http://www.tate.org.uk/art/artists/jeremy-moon-1656,-2.61032,53.2326
1657,"Moon, Michael",Male,1937,http://www.tate.org.uk/art/artists/michael-moon-1657,-3.18827,55.9533
382,"Moore, Albert",Male,1841,http://www.tate.org.uk/art/artists/albert-moore-382,-1.0873,53.96
13715,"Moore, Gareth",Male,1975,http://www.tate.org.uk/art/artists/gareth-moore-13715,-122.293,49.1064
383,"Moore, Henry",Male,1831,http://www.tate.org.uk/art/artists/henry-moore-383,-1.0873,53.96
1659,"Moore, Henry, OM, CH",Male,1898,http://www.tate.org.uk/art/artists/henry-moore-om-ch-1659,-1.34597,53.7235
13683,"Moore, Raymond",Male,1920,http://www.tate.org.uk/art/artists/raymond-moore-13683,-3.06622,53.4265
11554,"Moran, Katy",Female,1975,http://www.tate.org.uk/art/artists/katy-moran-11554,-2.24263,53.4808
1660,"Morandi, Giorgio",Male,1890,http://www.tate.org.uk/art/artists/giorgio-morandi-1660,11.3426,44.4949
2196,"Mordm�_ller, Rainer G",Male,1941,http://www.tate.org.uk/art/artists/rainer-g-mordmuller-2196,10.4515,51.1657
384,"More, Jacob",Male,1740,http://www.tate.org.uk/art/artists/jacob-more-384,-3.18827,55.9533
1661,"Morellet, Fran�_ois",Male,1926,http://www.tate.org.uk/art/artists/francois-morellet-1661,-0.879787,47.0594
2272,"Morison, Colin",Male,1732,http://www.tate.org.uk/art/artists/colin-morison-2272,-4.20265,56.4907
1663,"Morisot, Berthe",Female,1841,http://www.tate.org.uk/art/artists/berthe-morisot-1663,2.39878,47.081
11595,"Moriyama, Daido",Male,1938,http://www.tate.org.uk/art/artists/daido-moriyama-11595,135.502,34.6937
385,"Morland, George",Male,1763,http://www.tate.org.uk/art/artists/george-morland-385,-0.127758,51.5074
1664,"Morley, Harry",Male,1881,http://www.tate.org.uk/art/artists/harry-morley-1664,-1.13976,52.6369
1665,"Morley, Malcolm",Male,1931,http://www.tate.org.uk/art/artists/malcolm-morley-1665,-0.127758,51.5074
1666,"Morrice, James Wilson",Male,1865,http://www.tate.org.uk/art/artists/james-wilson-morrice-1666,-73.5491,52.9399
2773,"Morris, Desmond",Male,1928,http://www.tate.org.uk/art/artists/desmond-morris-2773,-1.87623,51.5876
1668,"Morris, Michael",Male,1942,http://www.tate.org.uk/art/artists/michael-morris-1668,0.27649,50.9286
1669,"Morris, Robert",Male,1931,http://www.tate.org.uk/art/artists/robert-morris-1669,-94.5786,39.0997
3099,"Morris, Sarah",Female,1967,http://www.tate.org.uk/art/artists/sarah-morris-3099,0.521725,51.2787
1667,"Morris, Sir Cedric, Bt",Male,1889,http://www.tate.org.uk/art/artists/sir-cedric-morris-bt-1667,-3.94365,51.6214
388,"Morris, William",Male,1834,http://www.tate.org.uk/art/artists/william-morris-388,-0.0173437,51.5902
389,"Mortimer, John Hamilton",Male,1740,http://www.tate.org.uk/art/artists/john-hamilton-mortimer-389,0.290472,50.768
1670,"Morton, Alastair",Male,1910,http://www.tate.org.uk/art/artists/alastair-morton-1670,-2.93293,54.8925
1671,"Moss, Marlow",Female,1889,http://www.tate.org.uk/art/artists/marlow-moss-1671,-0.55995,51.3148
1673,"Motherwell, Robert",Male,1915,http://www.tate.org.uk/art/artists/robert-motherwell-1673,-123.816,46.9754
1674,"Moynihan, Rodrigo",Male,1910,http://www.tate.org.uk/art/artists/rodrigo-moynihan-1674,-17.7646,28.684
1675,"Mozley, Charles",Male,1915,http://www.tate.org.uk/art/artists/charles-mozley-1675,-1.47009,53.3811
9571,"Mr�jen, Val�rie",Female,1969,http://www.tate.org.uk/art/artists/valerie-mrejen-9571,2.21375,46.2276
13673,"Mrou�, Rabih",Male,1967,http://www.tate.org.uk/art/artists/rabih-mroue-13673,35.5157,33.8857
2401,"Mucha, Reinhard",Male,1950,http://www.tate.org.uk/art/artists/reinhard-mucha-2401,6.77346,51.2277
2672,"Mueck, Ron",Male,1958,http://www.tate.org.uk/art/artists/ron-mueck-2672,144.963,-37.8141
390,"Muhrman, Henry",Male,1854,http://www.tate.org.uk/art/artists/henry-muhrman-390,-84.512,39.1031
1676,"Muirhead, David",Male,1867,http://www.tate.org.uk/art/artists/david-muirhead-1676,-3.18827,55.9533
6009,"M�_ller, Matthias",Male,1961,http://www.tate.org.uk/art/artists/matthias-muller-6009,8.53247,52.0302
391,"M�_ller, William James",Male,1812,http://www.tate.org.uk/art/artists/william-james-muller-391,-2.58791,51.4545
2228,"Mullican, Matt",Male,1951,http://www.tate.org.uk/art/artists/matt-mullican-2228,-118.491,34.0195
392,"Mulready, William",Male,1786,http://www.tate.org.uk/art/artists/william-mulready-392,-8.98874,52.8474
1677,"Muncaster, Claude",Male,1903,http://www.tate.org.uk/art/artists/claude-muncaster-1677,-0.325858,51.0629
1678,"Munch, Edvard",Male,1863,http://www.tate.org.uk/art/artists/edvard-munch-1678,11.3421,60.8196
1679,"Mundy, Henry",Male,1919,http://www.tate.org.uk/art/artists/henry-mundy-1679,-3.02301,53.39
4231,"Muniz, Vik",Male,1961,http://www.tate.org.uk/art/artists/vik-muniz-4231,-46.6333,-23.5505
393,"Munn, Paul Sandby",Male,1773,http://www.tate.org.uk/art/artists/paul-sandby-munn-393,-0.0076589,51.4826
2336,"Mu�oz, Juan",Male,1953,http://www.tate.org.uk/art/artists/juan-munoz-2336,-3.70379,40.4168
9099,"Mu�oz, ��scar",Male,1951,http://www.tate.org.uk/art/artists/oscar-munoz-9099,-74.2973,4.57087
9852,"Muntadas, Antoni",Male,1942,http://www.tate.org.uk/art/artists/antoni-muntadas-9852,2.08329,41.2974
1681,"Murphy, John",Male,1945,http://www.tate.org.uk/art/artists/john-murphy-1681,-0.339436,51.7527
2344,"Murphy, Myles",Male,1927,http://www.tate.org.uk/art/artists/myles-murphy-2344,-2.29661,53.5933
